ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
baicalin (BAI)	baicalin (BAI)	7/172	20/1764	0.00191902087777915	0.00627489366384928	0.0029819372035666	hsa-mir-424/hsa-mir-21/hsa-mir-183/hsa-mir-217/hsa-mir-19a/hsa-mir-338/hsa-mir-205	7
Neurotoxicity	Neurotoxicity	7/172	20/1764	0.00191902087777915	0.00627489366384928	0.0029819372035666	hsa-mir-10b/hsa-mir-96/hsa-mir-184/hsa-mir-19a/hsa-mir-1226/hsa-mir-92b/hsa-mir-7-3	7
X rays	X rays	10/172	37/1764	0.00201448253233037	0.00655236949989561	0.0031137984848763	hsa-mir-21/hsa-mir-660/hsa-mir-34a/hsa-mir-454/hsa-mir-139/hsa-mir-17/hsa-mir-760/hsa-mir-338/hsa-mir-92b/hsa-mir-135b	10
tamoxifen (TAM)	tamoxifen (TAM)	8/172	26/1764	0.00233377283273442	0.00748349368860424	0.00355628468594888	hsa-mir-21/hsa-mir-221/hsa-mir-34a/hsa-mir-222/hsa-mir-130a/hsa-mir-181b-2/hsa-mir-214/hsa-mir-200c	8
Chronic Hepatitis	Chronic Hepatitis	5/172	11/1764	0.00236129655222949	0.00748349368860424	0.00355628468594888	hsa-mir-224/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-199a-2/hsa-mir-199a-1	5
lithium (Li)	lithium (Li)	5/172	11/1764	0.00236129655222949	0.00748349368860424	0.00355628468594888	hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a	5
Neuroinflammation	Neuroinflammation	5/172	11/1764	0.00236129655222949	0.00748349368860424	0.00355628468594888	hsa-mir-93/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-139	5
SPI1	SPI1	5/172	11/1764	0.00236129655222949	0.00748349368860424	0.00355628468594888	hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-338	5
bisphenol A (BPA)	bisphenol A (BPA)	9/172	32/1764	0.00250555065826802	0.00782481244014836	0.00371848521683085	hsa-mir-10b/hsa-mir-21/hsa-mir-34c/hsa-mir-19a/hsa-mir-19b-2/hsa-let-7c/hsa-mir-636/hsa-mir-214/hsa-mir-1224	9
Adenocarcinoma, Gastric	Adenocarcinoma, Gastric	10/172	38/1764	0.00250697874296015	0.00782481244014836	0.00371848521683085	hsa-mir-21/hsa-mir-93/hsa-mir-96/hsa-mir-34a/hsa-mir-20a/hsa-mir-17/hsa-let-7c/hsa-mir-205/hsa-mir-20b/hsa-mir-483	10
pituitary_gland	pituitary_gland	10/172	38/1764	0.00250697874296015	0.00782481244014836	0.00371848521683085	hsa-mir-135a-2/hsa-mir-135a-1/hsa-mir-450a-2/hsa-mir-450a-1/hsa-mir-195/hsa-mir-432/hsa-mir-485/hsa-mir-539/hsa-mir-323b/hsa-mir-7-3	10
Allergic Rhinitis	Allergic Rhinitis	7/172	21/1764	0.00264532510016883	0.00813338762141462	0.00386512544093797	hsa-mir-224/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-19b-2/hsa-mir-196a-2	7
brain.cerebellum	brain.cerebellum	7/172	21/1764	0.00264532510016883	0.00813338762141462	0.00386512544093797	hsa-mir-93/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-19b-2/hsa-mir-20b	7
Immune System(Xiao's Cell2010)	Immune System(Xiao's Cell2010)	7/172	21/1764	0.00264532510016883	0.00813338762141462	0.00386512544093797	hsa-mir-93/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-181b-2/hsa-mir-20b	7
Cystic Fibrosis	Cystic Fibrosis	6/172	16/1764	0.00274817855909909	0.0083663761060258	0.00397584556903628	hsa-mir-17/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-199a-2/hsa-mir-509-1/hsa-mir-199a-1	6
progesterone (P4)	progesterone (P4)	6/172	16/1764	0.00274817855909909	0.0083663761060258	0.00397584556903628	hsa-mir-21/hsa-mir-20a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-199a-2/hsa-mir-199a-1	6
Hepatitis C Virus Infection	Hepatitis C Virus Infection	17/172	86/1764	0.0028402502017698	0.0086042873759497	0.00408890508923517	hsa-mir-424/hsa-mir-21/hsa-mir-224/hsa-mir-96/hsa-mir-182/hsa-mir-221/hsa-mir-217/hsa-mir-196b/hsa-mir-34a/hsa-mir-19a/hsa-mir-17/hsa-mir-130a/hsa-mir-195/hsa-mir-765/hsa-let-7c/hsa-mir-199a-2/hsa-mir-199a-1	17
IFN-γ	IFN-γ	11/172	45/1764	0.00291191875857085	0.00877836972095994	0.00417163200842757	hsa-mir-21/hsa-mir-221/hsa-mir-196b/hsa-mir-139/hsa-mir-20a/hsa-let-7c/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-410/hsa-mir-214/hsa-mir-409	11
Epilepsy	Epilepsy	8/172	27/1764	0.00304506805920554	0.00904736567590877	0.0042994635046475	hsa-mir-21/hsa-mir-221/hsa-mir-34c/hsa-mir-34a/hsa-mir-139/hsa-mir-301a/hsa-mir-130a/hsa-mir-34b	8
Kaposi's Sarcoma	Kaposi's Sarcoma	8/172	27/1764	0.00304506805920554	0.00904736567590877	0.0042994635046475	hsa-mir-221/hsa-mir-222/hsa-mir-1258/hsa-mir-17/hsa-let-7c/hsa-mir-199b/hsa-mir-409/hsa-mir-200c	8
Squamous Cell Carcinoma, Tongue	Squamous Cell Carcinoma, Tongue	8/172	27/1764	0.00304506805920554	0.00904736567590877	0.0042994635046475	hsa-mir-424/hsa-mir-21/hsa-mir-183/hsa-mir-96/hsa-mir-34a/hsa-mir-195/hsa-mir-214/hsa-mir-483	8
Human Papilloma Virus Infection	Human Papilloma Virus Infection	9/172	33/1764	0.00316106305600291	0.00934706683545358	0.00444188664127329	hsa-mir-21/hsa-mir-96/hsa-mir-34a/hsa-mir-3144/hsa-mir-20a/hsa-mir-17/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-205	9
pineal_gland	pineal_gland	12/172	52/1764	0.00318441111157153	0.00937126698548193	0.00445338696806244	hsa-mir-183/hsa-mir-96/hsa-mir-182/hsa-mir-3200/hsa-mir-1301/hsa-mir-216b/hsa-mir-139/hsa-mir-3127/hsa-mir-760/hsa-mir-6516/hsa-mir-6514/hsa-mir-551b	12
ozone (O3)	ozone (O3)	5/172	12/1764	0.00373170443208186	0.0108782704671066	0.00516954089647884	hsa-mir-424/hsa-mir-222/hsa-mir-199b/hsa-mir-199a-2/hsa-mir-199a-1	5
proline-rich polypeptide 1 (PRP-1)	proline-rich polypeptide 1 (PRP-1)	5/172	12/1764	0.00373170443208186	0.0108782704671066	0.00516954089647884	hsa-mir-589/hsa-mir-20a/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-509-1	5
Acute Kidney Injury	Acute Kidney Injury	6/172	17/1764	0.00390860418696212	0.0112002603833607	0.00532255603297161	hsa-mir-21/hsa-mir-182/hsa-mir-217/hsa-mir-216b/hsa-mir-216a/hsa-mir-200c	6
Atrial Fibrillation	Atrial Fibrillation	13/172	60/1764	0.00390949229574817	0.0112002603833607	0.00532255603297161	hsa-mir-10b/hsa-mir-21/hsa-mir-93/hsa-mir-183/hsa-mir-1266/hsa-mir-18a/hsa-mir-19a/hsa-mir-19b-2/hsa-mir-196a-2/hsa-mir-199b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-483	13
HIV-Associated Lipodystrophy	HIV-Associated Lipodystrophy	8/172	28/1764	0.00391465411457267	0.0112002603833607	0.00532255603297161	hsa-mir-452/hsa-mir-532/hsa-mir-196b/hsa-mir-454/hsa-mir-362/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214	8
Kidney Injury	Kidney Injury	8/172	28/1764	0.00391465411457267	0.0112002603833607	0.00532255603297161	hsa-mir-21/hsa-mir-182/hsa-mir-30d/hsa-mir-20a/hsa-let-7c/hsa-mir-204/hsa-mir-200c/hsa-mir-211	8
Leukemia, Myeloid, Chronic	Leukemia, Myeloid, Chronic	14/172	67/1764	0.00394616427302751	0.0112383848881613	0.00534067345221768	hsa-mir-424/hsa-mir-21/hsa-mir-224/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-196b/hsa-mir-9-2/hsa-mir-34a/hsa-mir-520a/hsa-mir-17/hsa-mir-130a/hsa-let-7c/hsa-mir-199b/hsa-mir-483	14
Human Immunodeficiency Virus Infection	Human Immunodeficiency Virus Infection	11/172	47/1764	0.00419870416058874	0.0118483980422093	0.00563056217642037	hsa-mir-21/hsa-mir-183/hsa-mir-196b/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-17/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-7-3	11
oxygen-glucose deprivation and reoxygenation (OGD/R)	oxygen-glucose deprivation and reoxygenation (OGD/R)	11/172	47/1764	0.00419870416058874	0.0118483980422093	0.00563056217642037	hsa-mir-424/hsa-mir-183/hsa-mir-532/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-217/hsa-mir-139/hsa-mir-19a/hsa-mir-195/hsa-mir-205/hsa-mir-7-3	11
Asthma	Asthma	10/172	41/1764	0.00458582180199267	0.0128237007856628	0.00609404278521531	hsa-mir-21/hsa-mir-224/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-18a/hsa-mir-19a/hsa-mir-196a-2/hsa-mir-200c	10
cigarette smoke extract (CSE)	cigarette smoke extract (CSE)	10/172	41/1764	0.00458582180199267	0.0128237007856628	0.00609404278521531	hsa-mir-21/hsa-mir-217/hsa-mir-34c/hsa-mir-34a/hsa-mir-1301/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-181b-2/hsa-let-7c/hsa-mir-380	10
Depression Disorder	Depression Disorder	7/172	23/1764	0.00471178257949302	0.0131165839375076	0.00623322588752277	hsa-mir-424/hsa-mir-34c/hsa-mir-135a-2/hsa-mir-135a-1/hsa-mir-511/hsa-mir-17/hsa-mir-34b	7
Cholangiocarcinoma	Cholangiocarcinoma	9/172	35/1764	0.00487325441333657	0.0135052521409955	0.00641792769091764	hsa-mir-21/hsa-mir-224/hsa-mir-96/hsa-mir-221/hsa-mir-34a/hsa-mir-222/hsa-mir-205/hsa-mir-483/hsa-mir-200c	9
Liver Diseases [unspecific]	Liver Diseases [unspecific]	8/172	29/1764	0.00496456907543069	0.0136968914670365	0.00650899798893404	hsa-mir-21/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-34a/hsa-mir-139/hsa-mir-19b-2/hsa-let-7c/hsa-mir-200c	8
Squamous Cell Carcinoma, Head and Neck	Squamous Cell Carcinoma, Head and Neck	11/172	48/1764	0.00499358923177299	0.0137157250899365	0.00651794804989316	hsa-mir-424/hsa-mir-21/hsa-mir-93/hsa-mir-182/hsa-mir-34a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-372/hsa-mir-20b/hsa-mir-147b/hsa-mir-200c	11
rapamycin	rapamycin	6/172	18/1764	0.00539633360883173	0.0147563458860974	0.00701246891878925	hsa-mir-21/hsa-mir-217/hsa-mir-20a/hsa-mir-19b-2/hsa-mir-372/hsa-mir-20b	6
5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA)	5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA)	5/172	13/1764	0.00559137608410755	0.0150893904802553	0.00717073742802118	hsa-mir-196b/hsa-mir-34b/hsa-mir-214/hsa-mir-409/hsa-mir-135b	5
Intervertebral Disc Degeneration	Intervertebral Disc Degeneration	5/172	13/1764	0.00559137608410755	0.0150893904802553	0.00717073742802118	hsa-mir-10b/hsa-mir-93/hsa-mir-589/hsa-mir-222/hsa-mir-7-3	5
Keloid	Keloid	5/172	13/1764	0.00559137608410755	0.0150893904802553	0.00717073742802118	hsa-mir-21/hsa-mir-181b-2/hsa-mir-205/hsa-mir-199a-2/hsa-mir-199a-1	5
Autoimmune Diseases [unspecific]	Autoimmune Diseases [unspecific]	9/172	36/1764	0.00596327158244043	0.0158849217152939	0.00754878752949582	hsa-mir-21/hsa-mir-532/hsa-mir-221/hsa-mir-34a/hsa-mir-222/hsa-mir-301a/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-200c	9
Carcinoma, Thyroid	Carcinoma, Thyroid	9/172	36/1764	0.00596327158244043	0.0158849217152939	0.00754878752949582	hsa-mir-21/hsa-mir-221/hsa-mir-222/hsa-mir-205/hsa-mir-214/hsa-mir-204/hsa-mir-551b/hsa-mir-539/hsa-mir-7-3	9
Head And Neck Neoplasms	Head And Neck Neoplasms	9/172	36/1764	0.00596327158244043	0.0158849217152939	0.00754878752949582	hsa-mir-21/hsa-mir-221/hsa-mir-18a/hsa-mir-181b-2/hsa-mir-130b/hsa-let-7c/hsa-mir-205/hsa-mir-204/hsa-mir-200c	9
Cardiomyopathy	Cardiomyopathy	7/172	24/1764	0.00611517398936007	0.0160816064911682	0.00764225551189903	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-30d/hsa-mir-636/hsa-mir-200c	7
Leukemia, Lymphoblastic, Acute	Leukemia, Lymphoblastic, Acute	7/172	24/1764	0.00611517398936007	0.0160816064911682	0.00764225551189903	hsa-mir-221/hsa-mir-196b/hsa-mir-222/hsa-mir-18a/hsa-mir-20a/hsa-mir-17/hsa-mir-196a-2	7
Liver Neoplasms	Liver Neoplasms	7/172	24/1764	0.00611517398936007	0.0160816064911682	0.00764225551189903	hsa-mir-10b/hsa-mir-21/hsa-mir-93/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-34c/hsa-mir-372	7
platelet derived growth factor-BB (PDGF-BB)	platelet derived growth factor-BB (PDGF-BB)	8/172	30/1764	0.00621772798823476	0.0162820165115639	0.00773749379445806	hsa-mir-21/hsa-mir-221/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-222/hsa-mir-205/hsa-mir-147b	8
glucocorticoid (GC)	glucocorticoid (GC)	10/172	43/1764	0.00659831276034941	0.0172057269447086	0.00817645685159888	hsa-mir-10b/hsa-mir-21/hsa-mir-224/hsa-mir-182/hsa-mir-452/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-18a/hsa-mir-17/hsa-mir-214	10
Hematopoiesis	Hematopoiesis	12/172	57/1764	0.00705507023937683	0.0183194681005667	0.00870572577083652	hsa-mir-221/hsa-mir-196b/hsa-mir-34a/hsa-mir-222/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-20b	12
DNA Damage Repair	DNA Damage Repair	6/172	19/1764	0.00726041964099193	0.0185410716451777	0.00881103557997716	hsa-mir-183/hsa-mir-182/hsa-mir-34c/hsa-mir-34a/hsa-mir-101-1/hsa-mir-101-2	6
low-glycaemic load dietary	low-glycaemic load dietary	6/172	19/1764	0.00726041964099193	0.0185410716451777	0.00881103557997716	hsa-mir-10b/hsa-mir-130a/hsa-mir-338/hsa-mir-205/hsa-mir-944/hsa-mir-1224	6
Neurodegenerative Diseases [unspecific]	Neurodegenerative Diseases [unspecific]	6/172	19/1764	0.00726041964099193	0.0185410716451777	0.00881103557997716	hsa-mir-34c/hsa-mir-34a/hsa-mir-139/hsa-mir-17/hsa-mir-34b/hsa-mir-338	6
T-helper 17 Cell Differentiation	T-helper 17 Cell Differentiation	6/172	19/1764	0.00726041964099193	0.0185410716451777	0.00881103557997716	hsa-mir-21/hsa-mir-93/hsa-mir-301a/hsa-mir-20a/hsa-mir-20b/hsa-mir-214	6
Lipid Metabolism	Lipid Metabolism	10/172	44/1764	0.00783304513358882	0.0199210777471518	0.00946683817314828	hsa-mir-10b/hsa-mir-224/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-196b/hsa-mir-34a/hsa-mir-33b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-204	10
Leukemia, B-Cell	Leukemia, B-Cell	5/172	14/1764	0.00802137536442439	0.0202335101029154	0.00961531139280087	hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-19b-2	5
Polycystic Kidney Disease	Polycystic Kidney Disease	5/172	14/1764	0.00802137536442439	0.0202335101029154	0.00961531139280087	hsa-mir-217/hsa-mir-205/hsa-mir-199b/hsa-mir-199a-2/hsa-mir-199a-1	5
Obesity	Obesity	11/172	51/1764	0.00811247069710925	0.0203801093122501	0.00968497785405853	hsa-mir-21/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-34a/hsa-mir-425/hsa-mir-33b/hsa-mir-130b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-483	11
small_intestine.duodenum	small_intestine.duodenum	10/172	45/1764	0.00923908124073685	0.0231164056954468	0.0109853128751996	hsa-mir-424/hsa-mir-532/hsa-mir-196b/hsa-mir-520a/hsa-mir-450a-2/hsa-mir-450a-1/hsa-mir-101-1/hsa-mir-199b/hsa-mir-944/hsa-mir-211	10
estradiol-17β (E2)	estradiol-17β (E2)	6/172	20/1764	0.00954959053951167	0.0237969635218476	0.0113087256388954	hsa-mir-93/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-7-3	6
Lymphoma, T-Cell	Lymphoma, T-Cell	7/172	26/1764	0.00982608255156345	0.0242900760674648	0.0115430611868893	hsa-mir-21/hsa-mir-93/hsa-mir-18a/hsa-mir-20a/hsa-mir-511/hsa-mir-17/hsa-mir-19b-2	7
triptolide (TPL)	triptolide (TPL)	7/172	26/1764	0.00982608255156345	0.0242900760674648	0.0115430611868893	hsa-mir-21/hsa-mir-93/hsa-mir-301a/hsa-mir-20a/hsa-mir-188/hsa-mir-20b/hsa-mir-204	7
12-O-tetradecanoylphorbol-13-acetate (TPA)	12-O-tetradecanoylphorbol-13-acetate (TPA)	5/172	15/1764	0.0110987264530176	0.0270039879841137	0.0128327587252048	hsa-mir-21/hsa-mir-221/hsa-mir-222/hsa-mir-199a-2/hsa-mir-199a-1	5
Adenocarcinoma, Gastric-Esophageal Junction	Adenocarcinoma, Gastric-Esophageal Junction	5/172	15/1764	0.0110987264530176	0.0270039879841137	0.0128327587252048	hsa-mir-21/hsa-mir-222/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-135b	5
Idiopathic Pulmonary Fibrosis	Idiopathic Pulmonary Fibrosis	5/172	15/1764	0.0110987264530176	0.0270039879841137	0.0128327587252048	hsa-mir-21/hsa-mir-96/hsa-mir-34c/hsa-mir-34a/hsa-mir-34b	5
Vascular Inflammation	Vascular Inflammation	5/172	15/1764	0.0110987264530176	0.0270039879841137	0.0128327587252048	hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-20a/hsa-mir-17/hsa-mir-181b-2	5
Crohn Disease	Crohn Disease	8/172	33/1764	0.0114339492775626	0.0271375698560161	0.0128962391242182	hsa-mir-21/hsa-mir-196b/hsa-mir-18a/hsa-mir-19a/hsa-mir-301a/hsa-mir-19b-2/hsa-mir-196a-1/hsa-mir-196a-2	8
Psoriasis	Psoriasis	8/172	33/1764	0.0114339492775626	0.0271375698560161	0.0128962391242182	hsa-mir-424/hsa-mir-21/hsa-mir-217/hsa-mir-1266/hsa-mir-19a/hsa-mir-130a/hsa-mir-181b-2/hsa-mir-33b	8
Alcoholic Hepatitis	Alcoholic Hepatitis	4/172	10/1764	0.0114610125120068	0.0271375698560161	0.0128962391242182	hsa-mir-182/hsa-mir-34a/hsa-mir-130a/hsa-mir-483	4
amyloid-β (Aβ)	amyloid-β (Aβ)	4/172	10/1764	0.0114610125120068	0.0271375698560161	0.0128962391242182	hsa-mir-424/hsa-mir-130a/hsa-mir-19b-2/hsa-mir-485	4
Granulopoiesis	Granulopoiesis	4/172	10/1764	0.0114610125120068	0.0271375698560161	0.0128962391242182	hsa-mir-21/hsa-mir-196b/hsa-mir-17/hsa-mir-130a	4
IL-1β and TNF-α	IL-1β and TNF-α	4/172	10/1764	0.0114610125120068	0.0271375698560161	0.0128962391242182	hsa-mir-21/hsa-mir-34a/hsa-mir-195/hsa-mir-7-3	4
Testicular Germ Cell Tumor	Testicular Germ Cell Tumor	4/172	10/1764	0.0114610125120068	0.0271375698560161	0.0128962391242182	hsa-mir-372/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214	4
Epithelial-to-Mesenchymal Transition	Epithelial-to-Mesenchymal Transition	15/172	83/1764	0.0118105722622065	0.0278585254123803	0.0132388495827868	hsa-mir-424/hsa-mir-21/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-221/hsa-mir-34a/hsa-mir-184/hsa-mir-30d/hsa-mir-18a/hsa-mir-450a-2/hsa-mir-450a-1/hsa-let-7c/hsa-mir-205/hsa-mir-200c/hsa-mir-211	15
Vascular Diseases [unspecific]	Vascular Diseases [unspecific]	7/172	27/1764	0.0121994376238887	0.0286663591314191	0.0136227460358813	hsa-mir-21/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-196a-2/hsa-mir-483	7
Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphocytic, Chronic, B-Cell	8/172	34/1764	0.0137382842923045	0.0320387158212987	0.0152253478353642	hsa-mir-21/hsa-mir-221/hsa-mir-34c/hsa-mir-34a/hsa-mir-222/hsa-mir-181b-2/hsa-mir-195/hsa-mir-34b	8
Stroke, Ischemic	Stroke, Ischemic	8/172	34/1764	0.0137382842923045	0.0320387158212987	0.0152253478353642	hsa-mir-34a/hsa-mir-130a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-130b/hsa-mir-199b/hsa-mir-199a-2/hsa-mir-199a-1	8
Colon Neoplasms	Colon Neoplasms	14/172	77/1764	0.0140965582915767	0.0327506504668962	0.0155636714022552	hsa-mir-21/hsa-mir-221/hsa-mir-34a/hsa-mir-18a/hsa-mir-552/hsa-mir-19a/hsa-mir-20a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-17/hsa-mir-19b-2/hsa-let-7c/hsa-mir-205/hsa-mir-135b	14
Endometriosis	Endometriosis	9/172	41/1764	0.0144665493201616	0.0334843725837448	0.0159123487495568	hsa-mir-424/hsa-mir-10b/hsa-mir-183/hsa-mir-196b/hsa-mir-34c/hsa-mir-20a/hsa-mir-195/hsa-mir-199a-2/hsa-mir-199a-1	9
berberine (BBR)	berberine (BBR)	5/172	16/1764	0.0148944300411624	0.0338678309687997	0.0160945747577842	hsa-mir-21/hsa-mir-93/hsa-mir-19a/hsa-mir-188/hsa-mir-214	5
Bronchopulmonary Dysplasia	Bronchopulmonary Dysplasia	5/172	16/1764	0.0148944300411624	0.0338678309687997	0.0160945747577842	hsa-mir-21/hsa-mir-34a/hsa-mir-130b/hsa-mir-431/hsa-mir-214	5
Thyroid Neoplasms	Thyroid Neoplasms	5/172	16/1764	0.0148944300411624	0.0338678309687997	0.0160945747577842	hsa-mir-21/hsa-mir-221/hsa-mir-222/hsa-mir-130a/hsa-mir-323b	5
vascular endothelial growth factor (VEGF)	vascular endothelial growth factor (VEGF)	5/172	16/1764	0.0148944300411624	0.0338678309687997	0.0160945747577842	hsa-mir-34a/hsa-mir-20a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-410	5
Autism Spectrum Disorder	Autism Spectrum Disorder	7/172	28/1764	0.014961032126994	0.0338678309687997	0.0160945747577842	hsa-mir-21/hsa-mir-93/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-181b-2/hsa-mir-34b/hsa-mir-431	7
Myelodysplastic Syndromes	Myelodysplastic Syndromes	7/172	28/1764	0.014961032126994	0.0338678309687997	0.0160945747577842	hsa-mir-424/hsa-mir-21/hsa-mir-221/hsa-mir-196b/hsa-mir-34a/hsa-mir-222/hsa-mir-205	7
melatonin	melatonin	8/172	35/1764	0.0163649598119987	0.035382836514242	0.0168145314043153	hsa-mir-424/hsa-mir-34a/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-34b/hsa-mir-205/hsa-mir-214/hsa-mir-204	8
Azoospermia	Azoospermia	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-17/hsa-mir-188/hsa-mir-19b-2/hsa-mir-372	4
Barrett's Esophagus	Barrett's Esophagus	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-21/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-205	4
bone morphogenetic protein 2 (BMP2)	bone morphogenetic protein 2 (BMP2)	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-21/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-214	4
cadmium (Cd)	cadmium (Cd)	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-184/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-372	4
capecitabine-oxaliplatin and radiotherapy	capecitabine-oxaliplatin and radiotherapy	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-188/hsa-mir-765/hsa-mir-483/hsa-mir-1224	4
Carcinoma, Thyroid, Medullary	Carcinoma, Thyroid, Medullary	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-21/hsa-mir-182/hsa-mir-214/hsa-mir-200c	4
Cell Migration	Cell Migration	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-34a/hsa-mir-509-2/hsa-mir-509-3/hsa-mir-509-1	4
Childhood Solid Tumor [unspecific]	Childhood Solid Tumor [unspecific]	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-483	4
Gastric Neoplasms	Gastric Neoplasms	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-34b	4
Kidney Neoplasms	Kidney Neoplasms	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-34c/hsa-mir-34a/hsa-mir-34b/hsa-mir-200c	4
Machado-Joseph Disease	Machado-Joseph Disease	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34b	4
mechanical stretch	mechanical stretch	4/172	11/1764	0.0166608502033081	0.035382836514242	0.0168145314043153	hsa-mir-21/hsa-mir-182/hsa-mir-19b-2/hsa-mir-551b	4
